game_id,home_team,away_team,game_datetime_utc,skip_reason,skip_detail,skipped_at_utc
401851637,Georgia Southern Eagles,Old Dominion Monarchs,2026-03-05T01:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.386539+00:00
401827721,Houston Cougars,Baylor Bears,2026-03-05T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.457320+00:00
401820783,Pittsburgh Panthers,Florida State Seminoles,2026-03-05T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.528516+00:00
401820782,Notre Dame Fighting Irish,Stanford Cardinal,2026-03-05T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.599957+00:00
401851524,Lindenwood Lions,Little Rock Trojans,2026-03-05T02:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.670536+00:00
401830832,New Mexico Lobos,Colorado State Rams,2026-03-05T03:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.740710+00:00
401825558,Washington Huskies,USC Trojans,2026-03-05T03:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:19.810991+00:00
401851485,Southern Illinois Salukis,Drake Bulldogs,2026-03-05T21:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:22.832296+00:00
401829290,North Carolina Central Eagles,South Carolina State Bulldogs,2026-03-05T22:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:22.897172+00:00
401851698,Southern Miss Golden Eagles,TBD,2026-03-05T23:00Z,insufficient_history,"home=10 games, away=0 games, min=3",2026-03-04 21:30:22.926881+00:00
401851454,Iona Gaels,Sacred Heart Pioneers,2026-03-05T23:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:22.991870+00:00
401851620,North Dakota State Bison,TBD,2026-03-06T00:00Z,insufficient_history,"home=10 games, away=0 games, min=3",2026-03-04 21:30:23.021454+00:00
401851546,Lehigh Mountain Hawks,Holy Cross Crusaders,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.086717+00:00
401851545,Colgate Raiders,Loyola Maryland Greyhounds,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.151120+00:00
401851544,Boston University Terriers,American University Eagles,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.215558+00:00
401851543,Navy Midshipmen,Bucknell Bison,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.280094+00:00
401851526,UT Martin Skyhawks,TBD,2026-03-06T00:00Z,insufficient_history,"home=10 games, away=0 games, min=3",2026-03-04 21:30:23.310223+00:00
401851486,Valparaiso Beacons,Indiana State Sycamores,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.375100+00:00
401828732,Norfolk State Spartans,Howard Bison,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.439669+00:00
401828259,Temple Owls,Tulane Green Wave,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.504520+00:00
401828257,East Carolina Pirates,Tulsa Golden Hurricane,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.569589+00:00
401823056,Maryland Eastern Shore Hawks,Delaware State Hornets,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.634747+00:00
401804962,Florida International Panthers,Middle Tennessee Blue Raiders,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.699559+00:00
401804958,Liberty Flames,Louisiana Tech Bulldogs,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.765007+00:00
401804957,Delaware Blue Hens,Sam Houston Bearkats,2026-03-06T00:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.829830+00:00
401827126,Florida A&M Rattlers,Bethune-Cookman Wildcats,2026-03-06T00:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.894670+00:00
401825560,Iowa Hawkeyes,Michigan Wolverines,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:23.959595+00:00
401825561,Michigan State Spartans,Rutgers Scarlet Knights,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.024447+00:00
401828670,Jackson State Tigers,Mississippi Valley State Delta Devils,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.090129+00:00
401827106,Alabama State Hornets,Grambling Tigers,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.155433+00:00
401827082,Texas Southern Tigers,Prairie View A&M Panthers,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.220321+00:00
401822780,Morgan State Bears,Coppin State Eagles,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.293614+00:00
401805212,Tarleton State Texans,UT Arlington Mavericks,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.360519+00:00
401804961,Missouri State Bears,Western Kentucky Hilltoppers,2026-03-06T01:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.427060+00:00
401851699,Arkansas State Red Wolves,TBD,2026-03-06T01:30Z,insufficient_history,"home=10 games, away=0 games, min=3",2026-03-04 21:30:24.457141+00:00
401851456,Fairfield Stags,Manhattan Jaspers,2026-03-06T01:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.522748+00:00
401827038,Alabama A&M Bulldogs,Southern Jaguars,2026-03-06T01:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.588562+00:00
401805213,Southern Utah Thunderbirds,Utah Valley Wolverines,2026-03-06T01:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.653573+00:00
401851745,Portland Pilots,Pepperdine Waves,2026-03-06T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.718750+00:00
401828260,Memphis Tigers,South Florida Bulls,2026-03-06T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.785372+00:00
401827152,Alcorn State Braves,Arkansas-Pine Bluff Golden Lions,2026-03-06T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.851288+00:00
401804960,UTEP Miners,Kennesaw State Owls,2026-03-06T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.916526+00:00
401804959,New Mexico State Aggies,Jacksonville State Gamecocks,2026-03-06T02:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:24.982382+00:00
401851622,St. Thomas-Minnesota Tommies,South Dakota State Jackrabbits,2026-03-06T02:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.047889+00:00
401851528,Southeast Missouri State Redhawks,TBD,2026-03-06T02:30Z,insufficient_history,"home=10 games, away=0 games, min=3",2026-03-04 21:30:25.077910+00:00
401851487,Northern Iowa Panthers,Evansville Purple Aces,2026-03-06T02:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.143621+00:00
401823271,Cal State Bakersfield Roadrunners,Cal State Northridge Matadors,2026-03-06T02:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.208689+00:00
401809138,Long Beach State Beach,UC Davis Aggies,2026-03-06T03:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.274287+00:00
401809121,UC Irvine Anteaters,Cal Poly Mustangs,2026-03-06T03:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.339629+00:00
401809103,Cal State Fullerton Titans,UC San Diego Tritons,2026-03-06T03:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.404834+00:00
401805211,California Baptist Lancers,Abilene Christian Wildcats,2026-03-06T03:00Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.470403+00:00
401851746,Loyola Marymount Lions,San Diego Toreros,2026-03-06T04:30Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.535933+00:00
401809151,Hawai'i Rainbow Warriors,UC Riverside Highlanders,2026-03-06T04:59Z,prediction_exception,Invalid comparison between dtype=datetime64[ns] and Timestamp,2026-03-04 21:30:25.601472+00:00
