event_id,game_datetime_utc,game_datetime_pst,team_id,team,home_away,athlete_id,player,jersey,position,starter,did_not_play,min,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf,plus_minus,FGA,FGM,FTA,FTM,TPA,TPM,ORB,DRB,RB,TO,AST,pulled_at_utc,source,parse_version,pipeline_run_id
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5313372,Leshawn Stowers,21,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,193,Miami (OH) RedHawks,away,5313373,Kyle Waltz,25,F,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,4401637,Cooper Smith,45,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,4592404,Addison Patterson,9,F,True,False,8.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,4703097,John Shanu II,33,C,False,False,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5107246,Mak Manciel,1,G,False,False,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5175028,Braelon Green,5,G,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5176182,Aidan Rubio,7,G,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5176654,Carlos Hart,2,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5176794,Jon Sanders II,10,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5240017,Mehki Ellison,3,G,True,False,6.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5241388,Merritt Alderink,35,F,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5242934,Mbaye N'Diaye,8,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5242935,Godslove Nwabude,13,F,True,False,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5242937,Mohammad Habhab,4,F,True,False,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401814583,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,2199,Eastern Michigan Eagles,home,5313308,Gregory Lawson II,0,G,True,False,6.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:33.893028+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,4683770,Baye Fall,32,C,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5061576,Dylan Grant,9,F,True,False,7.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5081348,Chris Nwuli,11,F,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5101811,Dorian Jones,22,G,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5101841,Gevonte Ware,15,C,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5105402,Darren Buchanan Jr.,5,G,False,False,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5142358,Jamichael Davis,1,G,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
401825538,2026-02-24T23:30Z,2026-02-24 03:30 PM PST,164,Rutgers Scarlet Knights,home,5144387,Bryce Dortch,4,F,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-24T23:50:37.383588+00:00,espn,v1.0.0,
