game_date,game_id,away_team,away_abbr,home_team,home_abbr,tip_time_et,consensus_spread,consensus_total,consensus_ml_away,consensus_ml_home,open_spread,open_total,dk_spread,dk_total,fd_spread,fd_total,caesars_spread,betmgm_spread,away_score,home_score,game_status,scraped_at_utc
2026-02-18,667,East Tennessee St.,ETSU,Furman,FUR,23:30,-1.5,140.0,-111.0,-115.0,-1.5,140.0,-1.5,138.5,,138.5,-1.5,-1.5,78.0,69.0,Final,2026-03-12T06:37:22Z
2026-02-18,669,Cleveland State,CLEVST,Youngstown State,YSU,23:30,-11.5,157.5,-112.0,-110.0,-11.0,161.0,-11.5,157.5,-11.5,156.5,-11.5,-11.5,82.0,106.0,Final,2026-03-12T06:37:22Z
2026-02-18,671,Butler,BUT,Georgetown,GTWN,23:30,-6.0,147.0,-114.0,-115.0,-5.5,145.5,-6.5,147.5,-5.5,147.5,-6.5,-6.5,93.0,89.0,Final,2026-03-12T06:37:22Z
2026-02-18,673,UAB,UAB,Temple,TEM,00:00,-1.5,142.5,-111.0,-109.0,-1.5,144.0,-1.5,143.5,-1.5,142.5,-1.5,-1.5,76.0,71.0,Final,2026-03-12T06:37:22Z
2026-02-18,675,Bradley,BRAD,Valparaiso,VALP,00:00,2.5,142.5,-110.0,-113.0,1.5,141.0,2.5,142.5,2.5,142.5,2.5,2.5,72.0,79.0,Final,2026-03-12T06:37:22Z
2026-02-18,677,Clemson,CLEM,Wake Forest,WAKE,00:00,3.5,140.0,-115.0,-111.0,3.0,138.0,4.5,141.5,4.5,141.5,4.5,3.5,77.0,85.0,Final,2026-03-12T06:37:22Z
2026-02-18,679,Richmond,RICH,Davidson,DAV,00:00,-5.0,141.5,-115.0,-110.0,-6.0,142.0,-5.5,140.5,-5.5,141.5,-5.0,-5.5,63.0,65.0,Final,2026-03-12T06:37:22Z
2026-02-18,681,Northern Iowa,UNI,Indiana State,INST,00:00,5.0,136.0,-111.0,-115.0,5.0,132.0,5.5,136.5,5.5,135.5,5.5,5.5,81.0,60.0,Final,2026-03-12T06:37:22Z
2026-02-18,683,St. Joseph's,JOES,St. Bonaventure,SBON,00:00,-5.0,147.5,,-113.0,-4.0,144.0,-4.5,147.5,-4.5,147.5,-5.5,-5.5,71.0,65.0,Final,2026-03-12T06:37:22Z
2026-02-18,685,Arkansas,ARK,Alabama,ALA,00:00,-4.5,181.5,-111.0,-109.0,-3.5,181.0,-4.5,181.5,-4.5,181.5,-4.5,-4.5,115.0,117.0,Final,2026-03-12T06:37:22Z
2026-02-18,687,Creighton,CRE,Connecticut,CONN,00:00,-15.5,143.5,,-110.0,-16.0,139.5,-15.5,143.5,-14.5,143.5,-15.5,-15.5,91.0,84.0,Final,2026-03-12T06:37:22Z
2026-02-18,689,James Madison,JMU,Coastal Carolina,CC,00:00,1.0,141.0,-111.0,,-1.0,139.0,1.5,140.5,,140.5,1.5,1.5,67.0,65.0,Final,2026-03-12T06:37:22Z
2026-02-18,691,Western Kentucky,WKU,Delaware,DEL,00:00,4.0,139.5,-110.0,-111.0,4.0,140.5,4.5,139.5,3.5,140.5,4.5,4.5,88.0,87.0,Final,2026-03-12T06:37:22Z
2026-02-18,693,IPFW,PFW,Northern Kentucky,NKU,00:00,-6.0,154.0,,-103.0,-6.5,150.0,-5.5,153.5,-5.5,154.5,-6.0,-6.5,71.0,87.0,Final,2026-03-12T06:37:22Z
2026-02-18,695,Mississippi,MISS,Texas A&M,TAM,00:00,-9.5,156.5,,-111.0,-9.5,151.5,-9.5,157.5,-9.5,156.5,-9.5,-9.5,77.0,80.0,Final,2026-03-12T06:37:22Z
2026-02-18,697,Wichita State,WICH,East Carolina,ECU,00:00,8.0,149.5,-110.0,-119.0,7.5,143.0,7.5,149.5,7.5,149.5,8.0,8.5,92.0,89.0,Final,2026-03-12T06:37:22Z
2026-02-18,699,UNC Greensboro,UNCG,Western Carolina,WCU,00:00,-5.5,155.5,-112.0,-109.0,-4.5,157.0,-5.5,157.5,-5.5,155.5,-5.5,-5.5,77.0,91.0,Final,2026-03-12T06:37:22Z
2026-02-18,701,Dayton,DAY,George Mason,GMU,00:00,-2.0,137.0,-117.0,-117.0,-2.0,136.0,-2.5,137.5,-2.5,138.5,-2.5,-2.5,82.0,67.0,Final,2026-03-12T06:37:22Z
2026-02-18,703,La Salle,LAS,Duquesne,DUQ,00:00,-11.0,145.5,-114.0,-115.0,-10.5,142.0,-11.5,145.5,-11.5,145.5,-11.5,-11.5,61.0,62.0,Final,2026-03-12T06:37:22Z
2026-02-18,705,Loyola Chicago,LCI,Fordham,FOR,00:00,-8.0,136.5,,-110.0,-9.5,134.5,-8.5,135.5,-8.5,136.5,-8.0,-8.5,59.0,62.0,Final,2026-03-12T06:37:22Z
2026-02-18,707,Oklahoma,OKLA,Tennessee,TENN,00:00,-11.0,149.5,,-117.0,-11.0,147.5,-11.5,149.5,-11.5,149.5,-11.0,-11.5,66.0,89.0,Final,2026-03-12T06:37:22Z
2026-02-18,709,Middle Tennessee St.,MTU,Sam Houston St.,SHSU,00:30,-4.0,151.5,,-107.0,-6.0,153.0,-3.5,151.5,-4.5,151.5,-3.5,-3.5,70.0,78.0,Final,2026-03-12T06:37:22Z
2026-02-18,711,Southern Illinois,SIU,Drake,DRKE,00:30,1.5,149.5,-110.0,,2.0,148.0,1.5,149.5,1.5,150.5,1.5,1.5,66.0,61.0,Final,2026-03-12T06:37:22Z
2026-02-18,713,Jacksonville State,JVST,Louisiana Tech,LT,00:30,-2.0,133.0,-111.0,-112.0,-2.5,130.5,-2.5,132.5,-2.5,133.5,-2.5,-2.5,71.0,77.0,Final,2026-03-12T06:37:22Z
2026-02-18,715,Troy,TROY,UL Monroe,ULM,00:30,17.5,153.5,-114.0,-111.0,16.0,149.0,17.5,153.5,18.5,153.5,17.0,17.5,77.0,76.0,Final,2026-03-12T06:37:22Z
2026-02-18,717,Illinois Chicago,UIC,Evansville,EVAN,01:00,8.5,140.0,-110.0,,7.0,139.0,8.5,140.5,8.5,139.5,8.5,8.5,84.0,46.0,Final,2026-03-12T06:37:22Z
2026-02-18,719,Kennesaw State,KENN,Missouri State,MOSU,01:00,-1.5,152.5,-116.0,-112.0,-1.5,155.5,-1.5,152.5,,152.5,-1.5,-1.5,91.0,87.0,Final,2026-03-12T06:37:22Z
2026-02-18,721,Oral Roberts,ORU,Nebraska Omaha,NEOM,01:14,-6.5,152.5,,-109.0,-10.0,152.0,-6.5,151.5,-6.5,151.5,-6.5,-6.5,71.0,80.0,Final,2026-03-12T06:37:22Z
2026-02-18,723,North Dakota State,NDSU,South Dakota State,SDST,01:00,1.0,146.5,-112.0,-114.0,1.0,146.0,1.5,146.5,1.5,146.5,1.0,1.5,74.0,66.0,Final,2026-03-12T06:37:22Z
2026-02-18,725,Charlotte,CHAR,Tulsa,TLSA,01:00,-12.5,151.0,,-111.0,-13.0,149.5,-12.5,150.5,-12.5,152.5,-12.5,-12.5,74.0,79.0,Final,2026-03-12T06:37:22Z
2026-02-18,727,Maryland,MD,Northwestern,NW,01:00,-7.5,142.5,-111.0,-112.0,-8.0,142.0,-7.5,142.5,-7.5,143.5,-8.5,-7.5,74.0,78.0,Final,2026-03-12T06:37:22Z
2026-02-18,729,Florida Atlantic,FAU,UTSA,UTSA,01:00,11.5,157.5,-110.0,,13.0,157.5,11.5,157.5,11.5,157.5,11.0,11.5,60.0,52.0,Final,2026-03-12T06:37:22Z
2026-02-18,731,DePaul,DEP,Seton Hall,HALL,01:00,-7.5,129.5,,-106.0,-8.5,126.0,-7.5,129.5,-7.5,129.5,-7.5,-7.5,69.0,57.0,Final,2026-03-12T06:37:22Z
2026-02-18,733,Utah,UTAH,West Virginia,WVU,01:30,-10.0,134.0,,-116.0,-9.5,132.0,-10.5,133.5,-10.5,133.5,-10.5,-10.5,61.0,56.0,Final,2026-03-12T06:37:22Z
2026-02-18,735,Virginia,UVA,Georgia Tech,GT,02:00,13.5,150.0,-105.0,-125.0,13.5,145.5,13.5,150.5,,150.5,13.5,13.5,94.0,68.0,Final,2026-03-12T06:37:22Z
2026-02-18,737,St. John's,SJU,Marquette,MARQ,02:00,8.5,157.0,-111.0,,9.0,154.5,8.5,157.5,8.5,157.5,8.5,8.5,76.0,70.0,Final,2026-03-12T06:37:22Z
2026-02-18,739,Vanderbilt,VAN,Missouri,MIZZ,02:10,3.0,155.0,-110.0,,4.5,155.0,3.5,154.5,2.5,154.5,3.0,3.5,80.0,81.0,Final,2026-03-12T06:37:22Z
2026-02-18,741,Auburn,AUB,Mississippi State,MSST,02:05,5.5,155.0,-115.0,-112.0,3.5,152.5,5.5,155.5,5.5,155.5,5.5,5.5,85.0,91.0,Final,2026-03-12T06:37:22Z
2026-02-18,743,Murray State,MURR,Illinois State,ILST,02:00,9.5,158.0,-113.0,,-1.5,154.5,-1.5,158.5,-1.5,157.5,-2.0,-2.5,61.0,78.0,Final,2026-03-12T06:37:22Z
2026-02-18,745,Saint Mary's CA,SMCA,Seattle,SEA,02:10,9.5,133.5,-115.0,,10.0,130.0,9.5,133.5,9.5,133.5,10.5,9.5,72.0,70.0,Final,2026-03-12T06:37:22Z
2026-02-18,747,BYU,BYU,Arizona,ARIZ,02:00,-11.0,165.0,-113.0,-111.0,-12.5,161.5,-10.5,162.5,-10.5,165.5,-11.5,-11.5,68.0,75.0,Final,2026-03-12T06:37:22Z
2026-02-18,749,Kansas,KU,Oklahoma State,OKST,02:00,6.5,158.5,-110.0,-115.0,7.5,154.5,6.5,158.5,6.5,158.5,7.5,6.5,81.0,69.0,Final,2026-03-12T06:37:22Z
2026-02-18,751,Pacific,PAC,Washington State,WSU,02:30,-2.5,144.5,-111.0,-105.0,-1.0,149.0,-1.5,145.5,-2.5,143.5,-2.5,-2.5,70.0,87.0,Final,2026-03-12T06:37:22Z
2026-02-18,753,Illinois,ILL,USC,USC,03:12,8.5,151.5,-112.0,-116.0,9.0,151.0,9.5,151.5,8.5,151.5,8.5,8.5,101.0,65.0,Final,2026-03-12T06:37:22Z
2026-02-18,755,Pepperdine,PEPP,Portland,PORT,03:00,-7.5,150.5,-112.0,-109.0,-7.0,150.5,-7.5,150.5,-7.5,150.5,-7.5,-7.5,95.0,87.0,Final,2026-03-12T06:37:22Z
2026-02-18,757,Boise State,BSU,Utah State,USU,03:45,-9.0,153.0,-111.0,-115.0,-8.5,147.5,-9.5,151.5,-9.5,152.5,-9.5,-9.5,56.0,75.0,Final,2026-03-12T06:37:22Z
2026-02-18,759,Gonzaga,GONZ,San Francisco,SF,04:05,15.5,151.5,-110.0,,14.5,149.5,15.5,151.5,16.5,151.5,15.5,15.5,80.0,59.0,Final,2026-03-12T06:37:22Z
2026-02-18,761,Colorado State,CSU,UNLV,UNLV,04:15,-2.5,147.5,-115.0,-110.0,-1.0,149.0,-2.5,147.5,-2.5,147.5,-2.5,-2.5,91.0,86.0,Final,2026-03-12T06:37:22Z
2026-02-18,306557,Lafayette,LAF,Holy Cross,HC,23:00,-1.5,139.5,-113.0,-110.0,0.0,135.0,-1.5,139.5,-1.5,138.5,-1.5,-1.5,86.0,83.0,Final,2026-03-12T06:37:22Z
2026-02-18,306559,American,AMER,Bucknell,BUCK,00:00,3.5,140.5,-110.0,-115.0,2.5,141.0,3.5,140.5,3.5,140.5,3.5,3.5,75.0,57.0,Final,2026-03-12T06:37:22Z
2026-02-18,306561,Army,ARMY,Loyola Maryland,L-MD,00:00,-4.5,150.0,,-113.0,-6.0,145.0,-4.5,149.5,-4.5,,-4.5,-5.5,87.0,77.0,Final,2026-03-12T06:37:22Z
2026-02-18,306563,Queens NC,QNC,North Alabama,NOALA,00:00,8.5,156.0,-110.0,-115.0,8.5,156.0,8.5,156.5,8.5,155.5,8.5,8.5,85.0,78.0,Final,2026-03-12T06:37:22Z
2026-02-18,306565,Jacksonville,JAC,Florida Gulf Coast,FGCU,00:00,-7.0,136.5,-112.0,-105.0,-6.5,140.0,-6.5,136.5,-5.5,136.5,-6.5,-7.5,84.0,86.0,Final,2026-03-12T06:37:22Z
2026-02-18,306567,West Georgia,,Eastern Kentucky,EKY,00:00,-6.5,154.5,,-117.0,-5.5,158.0,-6.5,153.5,-6.5,154.5,-7.0,-7.5,80.0,81.0,Final,2026-03-12T06:37:22Z
2026-02-18,306569,Lehigh,LEH,Navy,NAVY,00:00,-9.5,139.5,,-109.0,-9.5,138.0,-9.5,139.5,-9.5,139.5,-9.5,-9.5,49.0,72.0,Final,2026-03-12T06:37:22Z
2026-02-18,306571,Lipscomb,LIP,Bellarmine,BLR,00:30,3.5,155.0,-108.0,-123.0,3.5,164.0,4.5,154.5,4.5,154.5,3.5,3.5,75.0,72.0,Final,2026-03-12T06:37:22Z
2026-02-18,306573,North Carolina Central,NCCU,South Carolina State,SCST,01:00,3.0,137.5,-111.0,,,141.0,2.5,136.5,2.5,137.5,2.5,2.5,72.0,85.0,Final,2026-03-12T06:37:22Z
2026-02-19,767,Florida International,FIU,Liberty,LIB,23:00,-10.0,153.0,,-114.0,-10.5,153.0,-9.5,153.5,-9.5,153.5,-9.5,-10.5,89.0,90.0,Final,2026-03-12T06:37:34Z
2026-02-19,769,Marshall,MRSH,Appalachian State,APP,23:30,-3.5,143.5,-111.0,-113.0,-2.5,141.5,-3.5,143.5,-3.5,143.5,-3.5,-3.5,94.0,93.0,Final,2026-03-12T06:37:34Z
2026-02-19,771,Memphis,MEM,South Florida,USF,00:00,-9.0,163.5,-116.0,-111.0,-8.0,153.0,-9.5,163.5,-8.5,163.5,-9.0,-9.5,66.0,87.0,Final,2026-03-12T06:37:34Z
2026-02-19,773,Drexel,DREX,Northeastern,NE,00:00,-1.0,144.0,-111.0,-113.0,0.0,146.5,-1.5,144.5,-1.5,142.5,1.5,-1.5,70.0,61.0,Final,2026-03-12T06:37:34Z
2026-02-19,775,Monmouth,MONM,NC Wilmington,NCW,00:00,-7.5,144.5,,-114.0,-8.0,139.0,-7.5,144.5,-7.5,143.5,-7.5,-7.5,69.0,79.0,Final,2026-03-12T06:37:34Z
2026-02-19,777,Samford,SAM,The Citadel,CIT,00:00,10.5,143.5,-110.0,,9.5,140.0,10.5,143.5,10.5,143.5,10.5,10.5,78.0,75.0,Final,2026-03-12T06:37:34Z
2026-02-19,779,William & Mary,CWM,Campbell,CAMP,00:00,2.0,168.0,-113.0,-111.0,1.0,168.5,1.5,167.5,1.5,167.5,2.0,2.5,83.0,84.0,Final,2026-03-12T06:37:34Z
2026-02-19,781,Chattanooga,CHAT,Mercer,MER,00:00,-10.0,152.0,,-106.0,-10.5,149.0,-10.5,151.5,-10.5,152.5,-10.0,-10.5,94.0,90.0,Final,2026-03-12T06:37:34Z
2026-02-19,783,Coll Of Charleston,COC,North Carolina A&T,NCAT,00:00,5.0,147.0,-106.0,,5.0,144.0,4.5,147.5,4.5,147.5,4.5,4.5,74.0,61.0,Final,2026-03-12T06:37:34Z
2026-02-19,785,IU Indianapolis,,Wright State,WRST,00:00,-11.5,160.5,,-110.0,-11.5,164.5,-11.5,160.5,-11.0,160.5,-11.5,-11.5,73.0,85.0,Final,2026-03-12T06:37:34Z
2026-02-19,787,Hampton,HAMP,Hofstra,HOF,01:00,-11.0,133.5,,-110.0,-11.5,133.0,-10.5,133.5,-9.5,133.5,-11.0,-11.5,43.0,79.0,Final,2026-03-12T06:37:34Z
2026-02-19,789,Arkansas State,ARST,UL Lafayette,ULL,01:00,8.0,144.5,-114.0,,8.0,146.0,8.5,144.5,8.5,144.5,8.5,8.5,79.0,62.0,Final,2026-03-12T06:37:34Z
2026-02-19,791,Georgia Southern,GASO,Georgia State,GSU,01:00,1.5,155.0,-110.0,-112.0,0.0,153.5,1.5,154.5,1.5,155.5,1.5,1.5,64.0,66.0,Final,2026-03-12T06:37:34Z
2026-02-19,793,Utah Tech,UTT,UT Arlington,UTA,01:00,-5.0,140.5,-115.0,-107.0,-3.5,139.5,-4.5,140.5,-4.5,141.5,-5.0,-5.5,50.0,63.0,Final,2026-03-12T06:37:34Z
2026-02-19,795,California Baptist,CALBA,Utah Valley,UVU,01:00,-8.0,142.0,,-107.0,-8.5,139.0,-8.5,142.5,-8.5,142.5,-7.5,-8.5,46.0,65.0,Final,2026-03-12T06:37:34Z
2026-02-19,797,UMKC,UMKC,North Dakota,UND,01:00,-9.5,150.5,,-112.0,-10.0,150.0,-9.5,150.5,-9.5,150.5,-10.0,-9.5,70.0,85.0,Final,2026-03-12T06:37:34Z
2026-02-19,799,Southern Utah,SUU,Tarleton State,TARST,01:00,-5.0,145.0,,-108.0,-6.0,144.0,-4.5,144.5,-4.5,145.5,-5.0,-4.5,74.0,78.0,Final,2026-03-12T06:37:34Z
2026-02-19,801,Texas State,TXST,South Alabama,USA,01:00,-4.0,137.5,-111.0,-106.0,-2.5,138.0,-3.5,138.5,-4.5,137.5,-3.5,-3.5,90.0,82.0,Final,2026-03-12T06:37:34Z
2026-02-19,803,UT Martin,UTM,Little Rock,UALR,01:00,2.5,136.5,-106.0,,3.0,133.0,2.5,136.5,2.5,136.5,2.0,2.5,65.0,67.0,Final,2026-03-12T06:37:34Z
2026-02-19,805,Lindenwood,LDW,Tennessee State,TNST,01:30,-3.0,159.0,,-109.0,-3.5,160.5,-3.5,159.5,-2.5,158.5,-3.0,-3.5,80.0,89.0,Final,2026-03-12T06:37:34Z
2026-02-19,807,SIU Edwardsville,SIUE,Tennessee Tech,TNTC,01:50,1.5,134.5,-110.0,,2.5,135.0,1.5,134.5,1.5,134.5,1.5,1.5,52.0,62.0,Final,2026-03-12T06:37:34Z
2026-02-19,809,Morehead State,MORE,Eastern Illinois,EIU,01:30,1.0,137.5,-109.0,,2.0,139.0,1.5,137.5,,139.5,1.0,1.5,73.0,70.0,Final,2026-03-12T06:37:34Z
2026-02-19,811,Southern Indiana,SISE,Western Illinois,WIU,01:30,3.0,140.5,-112.0,-115.0,3.0,137.5,4.5,140.5,3.5,140.5,3.5,3.5,77.0,70.0,Final,2026-03-12T06:37:34Z
2026-02-19,813,South Dakota,SDAK,Denver,DEN,02:00,-5.5,163.5,,-110.0,-6.0,164.0,-4.5,164.5,-4.5,164.5,-5.5,-5.5,70.0,90.0,Final,2026-03-12T06:37:34Z
2026-02-19,815,Montana,MONT,Idaho State,IDST,02:00,0.0,149.5,,-111.0,2.5,151.5,1.5,149.5,,149.5,0.0,-1.5,69.0,73.0,Final,2026-03-12T06:37:34Z
2026-02-19,817,Tulane,TULN,North Texas,UNT,02:00,-6.5,137.0,,-110.0,-5.5,132.0,-6.5,137.5,-6.5,138.5,-6.5,-6.5,77.0,71.0,Final,2026-03-12T06:37:34Z
2026-02-19,819,CSU Northridge,CSN,UC Santa Barbara,UCSB,02:00,-5.5,156.5,,-110.0,-4.5,162.0,-5.5,156.5,-5.5,156.5,-5.0,-5.5,85.0,83.0,Final,2026-03-12T06:37:34Z
2026-02-19,821,Montana State,MTST,Weber State,WEB,02:00,-1.0,147.5,-112.0,-110.0,0.0,151.5,-1.5,147.5,-1.5,147.5,-1.0,-1.5,79.0,82.0,Final,2026-03-12T06:37:34Z
2026-02-19,823,Idaho,IDHO,Portland State,PRST,02:00,-3.5,144.5,-112.0,-107.0,-4.5,139.5,-3.5,145.5,-2.5,145.5,-3.5,-3.5,67.0,77.0,Final,2026-03-12T06:37:34Z
2026-02-19,825,Eastern Washington,EWU,Sacramento State,CSUS,03:00,3.0,160.5,-106.0,-118.0,1.0,162.0,4.5,162.5,2.5,161.5,3.5,2.5,102.0,94.0,Final,2026-03-12T06:37:34Z
2026-02-19,827,UC Irvine,UCI,Long Beach State,LBSU,03:00,5.5,144.0,-110.0,-113.0,6.0,141.0,5.5,144.5,5.5,143.5,5.5,5.5,69.0,58.0,Final,2026-03-12T06:37:34Z
2026-02-19,829,UC Davis,UCD,CS Fullerton,CSF,03:00,-1.0,156.5,-117.0,-108.0,-1.0,153.0,,156.5,-1.5,155.5,-1.0,-1.5,92.0,93.0,Final,2026-03-12T06:37:34Z
2026-02-19,831,CS Bakersfield,CSB,UC Riverside,UCRV,03:00,3.5,150.5,-133.0,-112.0,-5.0,152.0,-6.5,150.5,-6.5,150.5,-6.5,-6.5,65.0,93.0,Final,2026-03-12T06:37:34Z
2026-02-19,833,Cal Poly SLO,CP,Hawaii,HAW,05:00,-11.0,161.5,-119.0,-114.0,-12.0,158.0,-11.5,160.5,-10.5,161.5,-11.0,-11.5,86.0,75.0,Final,2026-03-12T06:37:34Z
2026-02-19,306579,Vermont,UVM,MD Baltimore County,UMBC,23:00,1.5,142.0,-110.0,-114.0,0.0,141.5,1.5,142.5,1.5,142.5,1.5,2.5,62.0,75.0,Final,2026-03-12T06:37:34Z
2026-02-19,306581,New Hampshire,UNH,UMass Lowell,UMASS,23:00,-3.5,150.5,-115.0,-110.0,-4.5,147.0,-3.5,151.5,-3.5,151.5,-3.0,-3.5,56.0,78.0,Final,2026-03-12T06:37:34Z
2026-02-19,306583,Binghamton,BING,Bryant,BRY,23:00,-5.0,134.5,-115.0,-104.0,-5.5,136.5,-4.5,134.5,-4.5,134.5,-4.5,-5.5,79.0,67.0,Final,2026-03-12T06:37:34Z
2026-02-19,306585,South Carolina Upstate,SCUS,Winthrop,WIN,23:30,-13.5,158.0,-117.0,-106.0,-13.5,153.0,-13.5,157.5,-13.5,157.5,-11.5,-13.5,64.0,68.0,Final,2026-03-12T06:37:34Z
2026-02-19,306587,Le Moyne,LMD,Central Connecticut,CCSU,00:00,-3.5,146.5,-115.0,-106.0,-3.5,147.5,-3.5,145.5,-3.5,146.5,-3.5,-3.5,77.0,78.0,Final,2026-03-12T06:37:34Z
2026-02-19,306589,Longwood,LONG,Presbyterian,PRE,00:00,-2.5,139.5,,-110.0,-2.0,137.5,-2.5,141.5,-2.5,140.5,-1.5,-2.5,65.0,72.0,Final,2026-03-12T06:37:34Z
2026-02-19,306591,Fairleigh Dickinson,FDU,Chicago State,CHS,00:00,2.0,132.5,-104.0,-111.0,1.5,136.5,1.5,131.5,1.5,131.5,2.5,1.5,60.0,59.0,Final,2026-03-12T06:37:34Z
2026-02-19,306593,Albany NY,ALBY,New Jersey Tech,NJIT,00:00,-4.0,143.0,,-105.0,-3.0,143.5,-3.5,142.5,-3.5,143.5,-3.5,-3.5,81.0,63.0,Final,2026-03-12T06:37:34Z
2026-02-19,306595,Stonehill,STS,New Haven,NWH,00:00,-2.5,121.0,-115.0,-115.0,-2.5,117.5,-2.5,119.5,-2.5,120.5,-2.5,-3.5,51.0,64.0,Final,2026-03-12T06:37:34Z
2026-02-19,306597,Wagner,WAG,Mercyhurst,,00:00,-3.5,133.0,,-113.0,-5.5,133.5,-3.5,133.5,-3.5,133.5,-4.0,-3.5,83.0,80.0,Final,2026-03-12T06:37:34Z
2026-02-19,306599,UNC Asheville,UNCA,High Point,HP,00:00,-15.0,152.5,-112.0,-110.0,-13.5,151.0,-14.5,152.5,-15.0,152.5,-13.5,-8.5,48.0,74.0,Final,2026-03-12T06:37:34Z
2026-02-19,306601,Alabama State,ALST,Bethune Cookman,COOK,00:00,-5.0,148.0,-112.0,-113.0,-6.0,144.0,-5.5,147.5,-5.5,147.5,-5.0,-5.5,71.0,82.0,Final,2026-03-12T06:37:34Z
2026-02-19,306603,Austin Peay,PEAY,North Florida,UNF,00:00,11.5,166.5,-108.0,,10.5,164.5,11.5,166.5,11.5,166.5,11.5,11.5,77.0,76.0,Final,2026-03-12T06:37:34Z
2026-02-19,306605,Long Island,LIU,St. Francis (PA),SFPA,00:00,9.0,148.0,-111.0,,9.5,147.5,9.5,149.5,9.5,147.5,9.0,9.5,91.0,89.0,Final,2026-03-12T06:37:34Z
2026-02-19,306607,Gardner Webb,WEBB,Radford,RAD,00:00,-18.5,162.5,,-111.0,-19.0,161.5,-18.5,162.5,-19.5,162.5,-17.5,-18.5,70.0,82.0,Final,2026-03-12T06:37:34Z
2026-02-19,306609,Central Arkansas,CARK,Stetson,STET,01:00,10.0,149.5,-105.0,-111.0,8.0,149.5,9.5,149.5,9.5,149.5,10.5,9.5,88.0,76.0,Final,2026-03-12T06:37:34Z
2026-02-19,306611,Alabama A&M,AAMU,Florida A&M,FAMU,02:00,-1.5,139.5,,-120.0,0.0,140.5,-1.5,139.5,-1.5,139.5,-1.5,-2.5,63.0,61.0,Final,2026-03-12T06:37:34Z
2026-02-19,306613,Prairie View A&M,PV,Mississippi Valley St.,MVSU,01:50,9.0,153.5,-105.0,,9.5,153.0,8.5,153.5,8.5,153.5,9.0,8.5,72.0,62.0,Final,2026-03-12T06:37:34Z
2026-02-19,306615,Texas Southern,TXSO,Arkansas Pine Bluff,ARPB,02:00,-1.5,152.5,,-115.0,-2.5,152.5,-1.5,152.5,-1.5,152.5,-1.5,-1.5,83.0,64.0,Final,2026-03-12T06:37:34Z
2026-02-20,869,Akron,AKR,Ball State,BALL,23:35,13.5,147.5,-111.0,,12.5,146.0,13.5,145.5,13.5,146.5,14.0,13.5,78.0,65.0,Final,2026-03-12T06:37:47Z
2026-02-20,871,Saint Peter's,SPC,Iona,IONA,00:00,-1.0,140.5,-115.0,-105.0,-1.0,142.0,-1.5,139.5,-1.5,140.5,,,64.0,72.0,Final,2026-03-12T06:37:47Z
2026-02-20,873,Milwaukee,MILP,Detroit Mercy,DETU,00:00,1.0,153.0,-105.0,-111.0,-2.5,153.5,1.5,152.5,1.5,151.5,1.5,1.5,86.0,91.0,Final,2026-03-12T06:37:47Z
2026-02-20,875,Princeton,PRIN,Brown,BRWN,00:00,-2.0,130.0,-115.0,-110.0,-1.0,128.0,-2.5,129.5,-2.5,130.5,-2.5,-2.5,71.0,80.0,Final,2026-03-12T06:37:47Z
2026-02-20,877,Green Bay,GB,Oakland,OAK,00:00,-6.5,153.5,,-110.0,-6.5,158.0,-6.5,155.5,-6.5,153.5,-6.5,-6.5,73.0,68.0,Final,2026-03-12T06:37:47Z
2026-02-20,879,Sacred Heart,SHU,Fairfield,FAIR,00:00,-5.0,158.5,-111.0,-107.0,-4.5,156.5,-4.5,158.5,-4.5,157.5,-5.0,-4.5,68.0,78.0,Final,2026-03-12T06:37:47Z
2026-02-20,881,Canisius,CAN,Rider,RID,00:00,-1.0,131.5,,-112.0,-1.0,132.0,1.5,130.5,,131.5,1.5,-1.5,72.0,66.0,Final,2026-03-12T06:37:47Z
2026-02-20,883,Niagara,NIAG,Mount St. Mary's,MSM,00:00,-7.5,131.0,-111.0,-110.0,-7.0,131.0,-7.5,130.5,-7.5,130.5,-7.5,-7.5,63.0,76.0,Final,2026-03-12T06:37:47Z
2026-02-20,885,Marist,MRST,Manhattan,MAN,00:00,5.0,142.5,-111.0,,5.5,139.0,6.5,141.5,5.5,141.5,5.5,5.5,84.0,70.0,Final,2026-03-12T06:37:47Z
2026-02-20,887,VCU,VCU,Saint Louis,SLU,00:00,-7.5,164.5,-113.0,-106.0,-7.5,161.5,-7.5,164.5,-7.5,163.5,-7.5,-7.5,75.0,88.0,Final,2026-03-12T06:37:47Z
2026-02-20,889,Siena,SIE,Merrimack,MERR,01:00,-2.0,133.5,,-114.0,-3.0,130.5,-2.5,132.5,-2.5,133.5,-2.0,-2.5,72.0,79.0,Final,2026-03-12T06:37:47Z
2026-02-20,891,Indiana,IND,Purdue,PUR,01:00,-11.0,150.0,,-112.0,-10.5,149.5,-11.5,149.5,-11.5,149.5,-11.5,-11.5,64.0,93.0,Final,2026-03-12T06:37:47Z
2026-02-20,893,Bowling Green,BGSU,Miami Ohio,M-OH,01:38,-8.0,154.0,-116.0,-105.0,-8.5,152.0,-8.5,154.5,-8.5,154.5,-8.0,-8.5,77.0,91.0,Final,2026-03-12T06:37:47Z
