event_id,team_id,players_flagged,players_severe,starters_flagged,team_injury_load,minutes_at_risk_pct,key_player_flag,game_datetime_utc,pipeline_run_id
401822957,46,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401825536,77,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401825536,84,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401827702,197,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401827702,277,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401827704,2132,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401827704,2641,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401828443,139,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401828443,2168,0,0,0,30.0,0.0,0,2026-02-25T00:00Z,
401806502,2413,0,0,0,30.0,0.0,0,2026-02-25T00:30Z,
401806502,88,0,0,0,30.0,0.0,0,2026-02-25T00:30Z,
401808688,2247,0,0,0,30.0,0.0,0,2026-02-25T00:30Z,
401808688,324,0,0,0,30.0,0.0,0,2026-02-25T00:30Z,
401830222,71,0,0,0,30.0,0.0,0,2026-02-25T01:00Z,
401830222,82,0,0,0,30.0,0.0,0,2026-02-25T01:00Z,
401808690,2032,0,0,0,30.0,0.0,0,2026-02-25T01:30Z,
401808690,2572,0,0,0,30.0,0.0,0,2026-02-25T01:30Z,
401825537,130,0,0,0,30.0,0.0,0,2026-02-25T01:30Z,
401825537,135,0,0,0,30.0,0.0,0,2026-02-25T01:30Z,
401808257,142,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401808257,2633,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401808262,2,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401808262,201,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401820573,2005,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401820573,23,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401820766,2390,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401820766,52,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401823832,2751,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401823832,68,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401827700,12,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401827700,239,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401827703,2628,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401827703,9,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401827705,254,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401827705,66,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401828935,278,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401828935,36,0,0,0,30.0,0.0,0,2026-02-25T02:00Z,
401825539,26,0,0,0,30.0,0.0,0,2026-02-25T04:00Z,
401825539,30,0,0,0,30.0,0.0,0,2026-02-25T04:00Z,
401827701,2116,0,0,0,30.0,0.0,0,2026-02-25T04:00Z,
401827701,252,0,0,0,30.0,0.0,0,2026-02-25T04:00Z,
401829320,167,0,0,0,30.0,0.0,0,2026-02-25T04:00Z,
401829320,2440,0,0,0,30.0,0.0,0,2026-02-25T04:00Z,
