layer_name,scenario,market,status,hit_rate,lift,p_value,n,season_consistent,last_backtest_date,prune_reason,notes,tier
both_teams_top25_fastbreak,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_teams_top50_tempo,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_top25_adj_def_efficiency,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_top25_block_rate,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_top25_efg_allowed,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_top25_force_slow_pace,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_top25_opponent_3pt_allowed,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_top50_off_opponent_bottom50_def,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_true_neutral,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_true_neutral,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_true_neutral,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
both_within_8_adj_efficiency,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
cinderella_narrative_overreaction,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
cinderella_narrative_overreaction,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
cinderella_narrative_overreaction,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
combined_possessions_below_implied,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
combined_possessions_exceed_implied,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
depth_advantage,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
double_digit_seed_dog,upset_validation,ml,pruned,0.25146198830409355,-0.03305684014778931,0.8518027294117729,171,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,Tier 3
double_digit_seed_high_efficiency,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
double_digit_seed_high_efficiency,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
double_digit_seed_high_efficiency,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
early_conf_tourney,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
early_tournament_round,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_closer_than_spread,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_closer_than_spread,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_10_elimination,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8_rd1,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8_rd1,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8_rd1,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8_rd2,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8_rd2,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
efficiency_gap_under_8_rd2,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
eight_nine_matchup,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
eight_nine_matchup,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
eight_nine_matchup,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
eight_nine_seed_dog,upset_validation,ml,pruned,0.55,0.2654811715481172,0.011332216606383236,20,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
elimination_game,situational_underdog,ats,watchlist,0.5263157894736842,0.050509337860780934,0.14486478437347822,76,True,2026-03-12T18:00:37Z,,INCONCLUSIVE,Tier 2
elimination_game,situational_underdog,ml,pruned,0.2631578947368421,-0.031196943972835345,0.7631767410748298,76,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,Tier 3
fast_efficient_vs_slow_poor,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
fast_efficient_vs_slow_poor,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
fast_efficient_vs_slow_poor,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
favorite_coach_low_tourney_experience,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
favorite_coach_low_tourney_experience,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
favorite_coach_low_tourney_experience,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
favorite_soft_schedule,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
favorite_soft_schedule,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
first_meeting_cross_conf,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
first_meeting_cross_conf,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
first_meeting_cross_conf,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
first_meeting_different_conf,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
first_meeting_different_conf,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
five_twelve_matchup,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
five_twelve_matchup,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
five_twelve_matchup,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
four_way_3pt_confirmation,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
high_combined_3pa_rate,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
high_combined_spr,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
high_pmi,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
high_pmi_both_fast,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
high_stakes_elimination_both,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
large_ane_gap,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
letdown_spot_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_combined_pmi,situational_blowout_under,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_foul_rate_both,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_ft_rate_both,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_spr_underdog_high_spr_favorite,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_spr_underdog_high_spr_favorite,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_spr_underdog_high_spr_favorite,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_spr_underdog_high_spr_favorite,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_tov_high_oreb_neutral_site,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_tov_high_oreb_neutral_site,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
low_tov_high_oreb_neutral_site,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
market_anchored_low,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_sci_battle_tested,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_sci_battle_tested,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_sci_battle_tested,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_top100_efficiency_underdog,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_top100_efficiency_underdog,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_top100_efficiency_underdog,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mid_major_underdog,situational_underdog,ats,pruned,0.47580645161290325,0.0,,248,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,Tier 3
mid_major_underdog,situational_underdog,ml,pruned,0.29435483870967744,0.0,,248,False,2026-03-12T18:00:37Z,negative_or_zero_lift,FAILED,Tier 3
mti_crossover,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
mti_momentum_crossover,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
name_brand_inflation,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
name_brand_inflation,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
name_brand_inflation,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neither_elite_interior_d,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neither_team_defensive_identity,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neither_team_forces_turnovers,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neither_team_slows,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neither_team_true_home_court,situational_blowout_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neutral_site_underdog,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neutral_site_underdog,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
neutral_site_underdog,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
no_tournament_implications_opponent,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
odi_extreme_mismatch,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
one_possession_seed_gap,upset_validation,ml,pruned,0.45,0.16548117154811715,0.004619872404378102,60,False,2026-03-12T18:00:37Z,failed_thresholds,VALIDATED,Tier 3
opponent_bottom25_second_half_def,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_conf_tourney_champ_fatigue,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_conf_tourney_champ_fatigue,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_conf_tourney_champ_fatigue,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_conf_tourney_runner_up_fatigue,march_madness_rd1_rd2,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_conf_tourney_runner_up_fatigue,march_madness_rd1_rd2,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_conf_tourney_runner_up_fatigue,march_madness_rd1_rd2,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_high_tov_team_forces_turnovers,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_on_win_streak,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_on_win_streak,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_poor_ft_team_draws_fouls,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_prev_game_ot,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_pseudo_road_neutral,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_short_rotation,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_short_rotation_fast_tempo,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_top_25_ranked,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
opponent_top_25_ranked,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pace_mismatch_over,situational_over,total,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pei_gap_extreme,situational_blowout_win,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pei_gap_small,situational_underdog,ats,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pei_gap_small,situational_underdog,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pei_gap_under_5,situational_underdog_ml,ml,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,0.5,,0.5,152,False,2026-03-12T18:00:37Z,negative_or_zero_lift,INCONCLUSIVE,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,0.5,,0.5,152,False,2026-03-12T18:00:37Z,negative_or_zero_lift,INCONCLUSIVE,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,ml_won,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,total_covered,pruned,0.5394736842105263,,0.5,152,False,2026-03-12T18:00:37Z,negative_or_zero_lift,INCONCLUSIVE,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,total_covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,total_covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,total_covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,total_covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
pes_enhancement_cutoff_None,pes_enhancement,total_covered,pruned,,,,0,False,2026-03-12T18:00:37Z,insufficient_sample,PROVISIONAL,Tier 3
