event_id,game_datetime_utc,home_team_id,away_team_id,home_team_name,away_team_name,book,opening_spread,closing_spread,spread_line,opening_total,closing_total,total_line,moneyline_home,moneyline_away,source,source_file,source_priority,captured_at_utc,line_timestamp_utc,market_status
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines_latest.csv,0,2026-03-09 05:50:11+00:00,2026-03-09 05:50:11+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines_closing.csv,3,2026-03-09 05:50:11+00:00,2026-03-09 05:50:11+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-08 20:36:37.781619+00:00,2026-03-08 20:36:37.781619+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-08 20:36:37.781619+00:00,2026-03-08 20:36:37.781619+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines_master.csv,4,2026-03-08 20:36:37.781619+00:00,2026-03-08 20:36:37.781619+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-08 19:31:16.017127+00:00,2026-03-08 19:31:16.017127+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-08 19:31:16.017127+00:00,2026-03-08 19:31:16.017127+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,,,,,,,,ESPN,market_lines_master.csv,4,2026-03-08 19:31:16.017127+00:00,2026-03-08 19:31:16.017127+00:00,MISSING
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,151.5,151.5,,,ESPN,odds_snapshot.csv,1,2026-03-08 18:54:02.553587+00:00,2026-03-08 18:54:02.553587+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,151.5,151.5,,,ESPN,market_lines.csv,2,2026-03-08 18:54:02.553587+00:00,2026-03-08 18:54:02.553587+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,151.5,151.5,,,ESPN,market_lines_master.csv,4,2026-03-08 18:54:02.553587+00:00,2026-03-08 18:54:02.553587+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,150.5,150.5,,,ESPN,odds_snapshot.csv,1,2026-03-08 17:31:39.439760+00:00,2026-03-08 17:31:39.439760+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,150.5,150.5,,,ESPN,market_lines.csv,2,2026-03-08 17:31:39.439760+00:00,2026-03-08 17:31:39.439760+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,150.5,150.5,,,ESPN,market_lines_master.csv,4,2026-03-08 17:31:39.439760+00:00,2026-03-08 17:31:39.439760+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,149.5,149.5,,,ESPN,odds_snapshot.csv,1,2026-03-08 16:40:04.316893+00:00,2026-03-08 16:40:04.316893+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,149.5,149.5,,,ESPN,market_lines.csv,2,2026-03-08 16:40:04.316893+00:00,2026-03-08 16:40:04.316893+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,149.5,149.5,,,ESPN,market_lines_master.csv,4,2026-03-08 16:40:04.316893+00:00,2026-03-08 16:40:04.316893+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,148.5,148.5,,,ESPN,odds_snapshot.csv,1,2026-03-08 15:32:52.433678+00:00,2026-03-08 15:32:52.433678+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,148.5,148.5,,,ESPN,market_lines.csv,2,2026-03-08 15:32:52.433678+00:00,2026-03-08 15:32:52.433678+00:00,OK
401828262,,5,151,UAB Blazers,East Carolina Pirates,consensus,,-10.5,-10.5,,148.5,148.5,,,ESPN,market_lines_master.csv,4,2026-03-08 15:32:52.433678+00:00,2026-03-08 15:32:52.433678+00:00,OK
401828263,,58,2429,South Florida Bulls,Charlotte 49ers,consensus,,,,,,,,,ESPN,odds_snapshot.csv,1,2026-03-09 05:50:05.999362+00:00,2026-03-09 05:50:05.999362+00:00,MISSING
401828263,,58,2429,South Florida Bulls,Charlotte 49ers,consensus,,,,,,,,,ESPN,market_lines.csv,2,2026-03-09 05:50:05.999362+00:00,2026-03-09 05:50:05.999362+00:00,MISSING
